vendor_id,vendor_name,category,country,onboarded_date,kyc_complete,certifications,cert_expiry_date,annual_contract_value,geo_risk_weight,is_critical_supplier
V0436,"Aguilar, Davis and Dixon",Software Licensing,France,2022-06-25,1,PCI-DSS;GDPR Compliant,2026-06-29,77566.24,0.1,0
V0437,Palmer Group,Facilities,United States,2021-12-18,1,ISO 9001,2026-06-29,15034.75,0.1,0
V0438,Hansen Ltd,Raw Materials,Nigeria,2026-04-16,1,None,,207687.8,0.6,0
V0439,Scott-Smith,Marketing,Singapore,2024-02-11,1,GDPR Compliant;SOC 2 Type II;PCI-DSS,2026-06-29,88808.63,0.15,0
V0440,Williams LLC,Professional Services,United States,2023-05-06,1,PCI-DSS;ISO 27001;SOC 2 Type II,2026-06-29,28813.47,0.1,0
V0441,Michael Inc,Professional Services,South Africa,2022-01-13,0,PCI-DSS;GDPR Compliant,2026-06-29,156586.03,0.35,0
V0442,Ortiz-Mack,Marketing,UAE,2025-07-04,1,ISO 27001;GDPR Compliant,2026-06-29,88609.63,0.3,0
V0443,West-Stark,Raw Materials,Brazil,2025-01-25,1,SOC 2 Type II;ISO 9001;PCI-DSS,2026-06-29,32165.6,0.3,0
V0444,Vega Ltd,Facilities,Singapore,2024-09-13,1,PCI-DSS;ISO 9001,2026-06-29,52576.15,0.15,0
V0445,Valdez LLC,Marketing,UAE,2026-01-29,1,None,,7551.15,0.3,0
V0446,"Long, Anderson and Irwin",Facilities,UAE,2022-07-02,1,PCI-DSS;GDPR Compliant,2026-06-29,1413198.12,0.3,1
V0447,Good Group,IT Services,China,2021-07-09,0,None,,27431.03,0.4,0
V0448,"Gray, Hall and Murray",IT Services,Germany,2026-02-14,1,ISO 9001,2026-06-29,58639.08,0.1,0
V0449,Pineda Ltd,Manufacturing,UAE,2022-10-23,1,ISO 27001;ISO 9001,2026-06-29,79245.21,0.3,0
V0450,"Barnes, Miranda and Stephenson",Raw Materials,Mexico,2022-06-14,1,ISO 9001,2026-06-29,57039.23,0.35,0
V0451,Jones PLC,Software Licensing,United Kingdom,2021-08-16,1,ISO 9001;ISO 27001;GDPR Compliant,2026-06-29,71820.0,0.1,0
V0452,"Powers, Brennan and Sanchez",Logistics,France,2021-10-11,1,ISO 9001;SOC 2 Type II,2026-06-29,20784.63,0.1,0
V0453,Young-Robinson,Professional Services,Germany,2021-11-13,1,GDPR Compliant;ISO 27001,2026-06-29,25346.96,0.1,0
V0454,Gordon LLC,IT Services,United States,2021-12-21,1,None,,10923.9,0.1,0
V0455,"Johnston, Ray and Barton",Facilities,United States,2023-06-26,1,None,,446243.79,0.1,0
V0456,Walter-Odom,Professional Services,Nigeria,2024-03-21,1,ISO 9001;SOC 2 Type II,2026-06-29,304355.36,0.6,0
V0457,Turner-Brown,Facilities,Brazil,2025-12-04,0,SOC 2 Type II,2026-06-29,62601.71,0.3,0
V0458,"Simmons, Simpson and Compton",Manufacturing,Germany,2022-12-25,1,PCI-DSS;ISO 27001,2026-06-29,9761.1,0.1,0
V0459,Horton-Russell,Logistics,France,2024-09-25,1,ISO 27001;ISO 9001,2026-06-29,9915.13,0.1,0
V0460,Webster Group,Software Licensing,United Kingdom,2024-01-16,1,PCI-DSS,2026-06-29,114611.55,0.1,0
V0461,Mathews-Thomas,IT Services,Russia,2023-07-17,1,ISO 9001;ISO 27001,2026-06-29,328547.26,0.7,1
V0462,"Gutierrez, Butler and Moreno",Raw Materials,Germany,2025-06-06,1,GDPR Compliant,2026-06-29,93182.63,0.1,0
V0463,Harris-Lucas,Logistics,Singapore,2024-10-17,1,SOC 2 Type II;ISO 27001,2026-06-29,31695.41,0.15,0
V0464,Nichols and Sons,Facilities,United States,2025-04-26,1,ISO 27001,2026-06-29,45091.76,0.1,0
V0465,Nunez-Morrison,Logistics,United Kingdom,2021-12-06,1,ISO 9001,2026-06-29,45100.73,0.1,0
V0466,"Ramsey, Hansen and Mendoza",Logistics,Mexico,2022-02-10,1,ISO 27001;ISO 9001,2026-06-29,90744.12,0.35,0
V0467,Lewis and Sons,Professional Services,Germany,2024-04-28,1,ISO 27001,2026-06-29,32069.22,0.1,0
V0468,Dominguez Ltd,Logistics,Mexico,2022-06-28,1,ISO 9001;SOC 2 Type II,2026-06-29,47460.51,0.35,0
V0469,Arnold LLC,Facilities,United Kingdom,2023-03-26,1,ISO 9001;SOC 2 Type II;GDPR Compliant,2026-06-29,13668.01,0.1,0
V0470,"Wong, Parker and Ward",Logistics,Germany,2024-09-23,1,ISO 27001;GDPR Compliant,2026-06-29,51437.04,0.1,0
V0471,Lang Ltd,Logistics,Germany,2025-09-20,1,ISO 9001;PCI-DSS,2026-06-29,3272.69,0.1,0
V0472,Wood Group,Facilities,Germany,2025-06-26,0,GDPR Compliant,2026-06-29,27258.13,0.1,0
V0473,Figueroa Inc,Manufacturing,UAE,2021-11-18,1,ISO 9001;GDPR Compliant,2026-06-29,12381.75,0.3,0
V0474,"Riley, Butler and Hernandez",Marketing,UAE,2023-09-17,1,ISO 9001,2026-06-29,174369.96,0.3,0
V0475,James and Sons,Facilities,Vietnam,2024-04-18,1,None,,51719.62,0.4,0
V0476,"Harding, Morgan and Hines",Raw Materials,France,2025-09-27,1,ISO 9001;ISO 27001,2026-06-29,301477.77,0.1,1
V0477,"Henry, Jackson and Norton",Marketing,Germany,2025-08-25,0,PCI-DSS,2026-06-29,27536.11,0.1,0
V0478,"Payne, White and Preston",Raw Materials,United Kingdom,2022-12-06,1,ISO 9001;SOC 2 Type II,2026-06-29,30921.46,0.1,0
V0479,Combs Inc,Professional Services,United Kingdom,2021-12-28,0,PCI-DSS,2026-06-29,197130.02,0.1,0
V0480,Taylor-Mccoy,Manufacturing,China,2021-11-26,1,SOC 2 Type II;GDPR Compliant;PCI-DSS,2026-06-29,16103.13,0.4,0
V0481,Robinson Group,Facilities,India,2022-01-26,1,ISO 9001;GDPR Compliant;SOC 2 Type II,2026-06-29,54721.77,0.2,0
V0482,"Little, Peck and Durham",Logistics,Singapore,2024-08-31,1,GDPR Compliant,2026-06-29,15266.49,0.15,0
V0483,Patel Group,Software Licensing,Brazil,2025-08-22,1,PCI-DSS;GDPR Compliant;SOC 2 Type II,2026-06-29,106959.06,0.3,0
V0484,"Bowen, Nichols and Mitchell",Marketing,France,2021-08-04,0,GDPR Compliant;SOC 2 Type II;ISO 27001,2026-06-29,16460.82,0.1,0
V0485,Rodriguez Inc,Software Licensing,Singapore,2025-10-06,1,GDPR Compliant;ISO 9001,2026-06-29,93657.52,0.15,0
V0486,Lee PLC,Professional Services,Russia,2025-12-14,1,GDPR Compliant;ISO 27001,2026-06-29,18854.55,0.7,0
V0487,Norton-Miller,Raw Materials,United States,2023-08-22,1,SOC 2 Type II;ISO 27001;GDPR Compliant,2026-06-29,18816.68,0.1,0
V0488,Cunningham-Branch,Facilities,Singapore,2024-12-11,1,None,,154433.93,0.15,0
V0489,"Clayton, Miller and Frey",Professional Services,South Africa,2023-05-31,1,GDPR Compliant;PCI-DSS,2026-06-29,108550.34,0.35,0
V0490,Gray-Tran,Logistics,Singapore,2021-10-05,1,ISO 9001,2026-06-29,374960.43,0.15,0
V0491,Warner Inc,Logistics,United Kingdom,2021-12-20,0,PCI-DSS,2026-06-29,388510.73,0.1,0
V0492,"Mueller, Knight and Hodge",IT Services,France,2025-09-29,1,PCI-DSS;ISO 27001;GDPR Compliant,2026-06-29,34698.74,0.1,0
V0493,Hall Ltd,Raw Materials,France,2022-04-21,1,PCI-DSS;GDPR Compliant,2026-06-29,26843.8,0.1,0
V0494,Williams-Jones,Logistics,Germany,2026-04-24,1,GDPR Compliant;ISO 9001,2026-06-29,78271.57,0.1,0
V0495,"Barrett, White and Jefferson",Facilities,China,2023-11-17,1,ISO 27001;ISO 9001,2026-06-29,58714.43,0.4,0
V0496,"Thomas, Hoover and Nicholson",Manufacturing,Germany,2021-08-16,1,PCI-DSS;ISO 27001,2026-06-29,38968.91,0.1,0
V0497,Elliott PLC,Facilities,UAE,2022-02-23,1,SOC 2 Type II,2026-06-29,24400.48,0.3,0
V0498,Reyes-Singh,Manufacturing,France,2024-10-20,1,ISO 9001,2026-06-29,224197.06,0.1,0
V0499,"Mccann, Brown and Kim",Marketing,Vietnam,2022-02-27,1,PCI-DSS,2026-06-29,1553.64,0.4,0
V0500,Jacobs-Austin,Manufacturing,Vietnam,2022-02-20,1,None,,91226.4,0.4,0
