transaction_id,vendor_id,transaction_date,amount,payment_status,flagged_anomaly
T002804,V0412,2026-04-30,2174.38,Paid,0
T002805,V0268,2026-06-13,77666.24,Paid,1
T002806,V0152,2026-06-03,900.17,Pending,0
T002807,V0080,2025-10-22,4304.59,Pending,0
T002808,V0292,2026-02-16,1420.02,Paid,0
T002809,V0193,2026-05-28,20379.09,Paid,0
T002810,V0392,2026-06-18,2415.61,Paid,0
T002811,V0131,2026-03-13,37499.08,Paid,0
T002812,V0399,2025-11-19,5055.39,Paid,0
T002813,V0232,2026-03-12,1887.66,Paid,0
T002814,V0078,2025-10-09,766.95,Paid,0
T002815,V0497,2026-03-27,2880.56,Paid,0
T002816,V0291,2026-03-05,7978.11,Disputed,0
T002817,V0096,2026-05-05,5281.5,Paid,0
T002818,V0066,2025-07-05,3091.51,Pending,0
T002819,V0292,2026-04-24,3744.47,Paid,0
T002820,V0303,2026-05-03,7682.85,Paid,0
T002821,V0488,2026-04-06,2016.17,Paid,0
T002822,V0498,2026-01-20,6315.9,Paid,0
T002823,V0191,2026-02-07,2411.99,Pending,0
T002824,V0129,2026-05-07,11288.18,Paid,0
T002825,V0098,2026-05-02,3860.81,Paid,0
T002826,V0026,2026-05-30,14914.4,Paid,0
T002827,V0380,2026-05-29,68479.08,Paid,0
T002828,V0289,2025-08-05,2278.27,Paid,0
T002829,V0254,2025-12-11,496.99,Paid,0
T002830,V0303,2026-05-09,6445.71,Paid,0
T002831,V0082,2026-06-06,21238.93,Paid,0
T002832,V0029,2026-03-22,1557.26,Paid,0
T002833,V0249,2026-02-03,245.13,Pending,0
T002834,V0287,2026-05-13,293.3,Disputed,0
T002835,V0398,2026-04-05,2515.36,Paid,0
T002836,V0338,2026-01-02,3988.52,Paid,0
T002837,V0293,2025-12-17,21816.18,Paid,0
T002838,V0127,2025-12-04,4792.21,Paid,0
T002839,V0038,2026-06-01,564.88,Paid,0
T002840,V0007,2025-07-26,4826.61,Paid,0
T002841,V0497,2025-12-26,804.09,Paid,0
T002842,V0092,2025-07-23,1375.42,Paid,0
T002843,V0306,2025-08-05,7709.19,Paid,0
T002844,V0098,2025-11-29,92529.81,Paid,0
T002845,V0434,2026-02-14,1325.4,Paid,0
T002846,V0014,2026-02-12,17835.11,Paid,0
T002847,V0162,2025-08-02,11731.13,Paid,0
T002848,V0312,2025-08-05,31527.85,Paid,0
T002849,V0437,2025-12-29,5656.56,Paid,0
T002850,V0498,2025-11-07,24659.24,Paid,1
T002851,V0374,2025-08-17,361.86,Paid,0
T002852,V0318,2026-01-16,8439.08,Pending,0
T002853,V0025,2026-05-27,4736.65,Paid,0
T002854,V0126,2025-07-06,10557.77,Paid,0
T002855,V0010,2025-11-04,16044.72,Paid,0
T002856,V0412,2026-04-02,1450.79,Paid,0
T002857,V0021,2025-10-30,7257.78,Paid,0
T002858,V0486,2025-11-19,58213.24,Paid,1
T002859,V0078,2026-01-16,1648.02,Disputed,0
T002860,V0196,2025-11-21,24020.46,Paid,0
T002861,V0122,2025-12-22,9055.67,Paid,0
T002862,V0240,2025-11-30,4622.56,Paid,0
T002863,V0497,2025-07-21,6259.69,Paid,0
T002864,V0359,2026-05-10,39646.74,Pending,0
T002865,V0041,2025-08-16,1216.52,Paid,0
T002866,V0142,2026-04-09,3271.42,Paid,0
T002867,V0096,2026-06-01,516.96,Paid,0
T002868,V0233,2026-06-15,29558.1,Pending,1
T002869,V0348,2025-07-03,1483.63,Paid,0
T002870,V0246,2026-06-22,9954.72,Pending,0
T002871,V0459,2025-10-08,670.66,Paid,0
T002872,V0374,2025-11-01,6753.25,Paid,0
T002873,V0209,2025-09-05,14641.12,Paid,0
T002874,V0193,2025-07-01,1196.59,Paid,0
T002875,V0067,2026-01-07,4560.67,Paid,0
T002876,V0199,2026-03-21,3448.85,Paid,0
T002877,V0022,2026-01-18,9893.11,Paid,1
T002878,V0455,2026-05-24,330.26,Paid,0
T002879,V0280,2026-04-26,8188.48,Paid,0
T002880,V0380,2025-10-29,7258.19,Paid,0
T002881,V0174,2025-09-18,34438.56,Paid,0
T002882,V0240,2026-06-21,6664.02,Paid,0
T002883,V0096,2026-01-16,5345.11,Paid,0
T002884,V0470,2026-03-09,2207.1,Disputed,0
T002885,V0023,2025-12-10,1539.63,Paid,0
T002886,V0474,2025-12-15,2378.18,Paid,0
T002887,V0062,2026-04-06,6979.74,Paid,0
T002888,V0454,2025-11-21,13986.79,Pending,0
T002889,V0306,2026-06-16,3451.51,Paid,0
T002890,V0359,2026-01-24,3371.22,Paid,0
T002891,V0216,2025-09-09,2224.7,Paid,0
T002892,V0443,2026-05-23,1169.55,Paid,0
T002893,V0101,2025-12-27,4963.15,Paid,0
T002894,V0003,2025-08-03,3164.22,Paid,0
T002895,V0255,2025-08-17,3080.83,Paid,0
T002896,V0192,2025-09-04,1629.39,Paid,0
T002897,V0158,2026-02-11,5831.33,Paid,0
T002898,V0382,2026-01-03,573.55,Pending,0
T002899,V0470,2026-02-24,6599.25,Paid,0
T002900,V0377,2025-08-09,9931.85,Paid,0
T002901,V0154,2026-01-23,6905.0,Paid,0
T002902,V0121,2025-10-07,4755.79,Paid,0
T002903,V0489,2025-07-03,2783.78,Disputed,0
T002904,V0382,2026-06-20,4450.47,Paid,0
T002905,V0126,2025-07-03,11115.06,Paid,0
T002906,V0185,2026-02-06,4749.79,Paid,0
T002907,V0362,2026-05-05,9007.92,Paid,0
T002908,V0441,2026-01-23,2899.82,Pending,0
T002909,V0165,2025-10-30,150892.02,Pending,0
T002910,V0236,2026-01-08,9833.24,Paid,0
T002911,V0243,2025-10-29,13451.87,Paid,0
T002912,V0174,2026-05-29,1808.83,Paid,0
T002913,V0049,2025-11-05,3916.0,Paid,0
T002914,V0143,2025-11-27,4847.21,Paid,0
T002915,V0312,2025-07-04,19790.86,Pending,0
T002916,V0169,2025-11-14,8289.44,Pending,0
T002917,V0227,2025-12-12,3004.38,Paid,0
T002918,V0492,2025-10-21,3188.1,Pending,0
T002919,V0253,2026-02-15,4446.86,Paid,0
T002920,V0372,2026-03-16,8076.77,Pending,0
T002921,V0374,2026-03-01,871.54,Paid,0
T002922,V0087,2026-05-15,4973.19,Paid,0
T002923,V0422,2025-07-19,24663.47,Paid,0
T002924,V0460,2026-03-10,897.91,Paid,0
T002925,V0389,2026-01-03,5047.36,Paid,0
T002926,V0475,2025-07-01,20737.2,Paid,0
T002927,V0126,2026-06-26,1523.59,Paid,0
T002928,V0434,2026-01-22,1910.18,Paid,0
T002929,V0301,2025-10-14,6832.78,Paid,0
T002930,V0143,2026-05-02,12543.71,Paid,0
T002931,V0018,2026-04-27,847.77,Paid,0
T002932,V0214,2026-02-08,2807.52,Disputed,0
T002933,V0132,2026-01-11,17454.02,Paid,0
T002934,V0334,2025-08-07,360386.03,Paid,0
T002935,V0478,2025-12-20,8839.36,Paid,0
T002936,V0471,2025-09-21,1670.57,Paid,0
T002937,V0469,2025-12-02,22175.93,Pending,0
T002938,V0083,2025-12-21,3115.18,Paid,0
T002939,V0434,2026-03-19,19755.16,Paid,0
T002940,V0231,2026-03-26,13069.31,Paid,0
T002941,V0498,2025-11-25,558.71,Paid,0
T002942,V0375,2025-10-10,9305.64,Paid,0
T002943,V0240,2026-04-20,31227.44,Paid,0
T002944,V0220,2026-06-16,4086.08,Paid,0
T002945,V0453,2026-06-12,154984.23,Pending,0
T002946,V0228,2025-09-16,463.44,Paid,0
T002947,V0043,2026-01-12,3865.75,Paid,0
T002948,V0164,2026-02-15,10362.69,Paid,0
T002949,V0475,2026-03-24,23971.77,Paid,0
T002950,V0253,2025-12-27,5511.27,Paid,1
T002951,V0173,2026-03-23,15957.96,Paid,0
T002952,V0350,2025-07-29,2737.72,Paid,0
T002953,V0079,2025-09-27,401.7,Paid,0
T002954,V0152,2025-07-02,1072.84,Disputed,0
T002955,V0009,2026-03-19,13494.42,Paid,0
T002956,V0024,2026-05-14,1711.04,Paid,0
T002957,V0024,2026-06-20,3222.51,Paid,0
T002958,V0016,2026-05-07,12344.24,Paid,0
T002959,V0297,2025-07-06,7012.67,Paid,0
T002960,V0306,2026-03-05,1472.0,Paid,0
T002961,V0057,2025-10-15,2111.24,Paid,0
T002962,V0469,2025-07-21,4299.76,Paid,0
T002963,V0252,2025-11-30,879.46,Disputed,0
T002964,V0294,2025-11-05,219954.22,Paid,0
T002965,V0281,2025-07-23,2437.48,Pending,0
T002966,V0411,2025-10-27,28133.86,Disputed,0
T002967,V0072,2025-12-17,5579.96,Paid,0
T002968,V0433,2025-12-06,1674.24,Paid,0
T002969,V0236,2026-02-26,1970.74,Paid,0
T002970,V0486,2025-08-27,7348.36,Paid,0
T002971,V0466,2026-06-16,23942.14,Paid,1
T002972,V0430,2026-05-06,1472.16,Paid,0
T002973,V0413,2025-11-18,960.79,Paid,0
T002974,V0087,2026-02-04,11587.56,Paid,0
T002975,V0236,2026-01-31,15516.29,Paid,0
T002976,V0228,2025-10-06,10709.83,Paid,0
T002977,V0337,2026-05-24,576.47,Paid,0
T002978,V0454,2026-01-11,6366.89,Paid,0
T002979,V0478,2026-01-31,18849.58,Paid,0
T002980,V0335,2026-02-27,429.34,Paid,0
T002981,V0078,2025-09-25,640.92,Paid,0
T002982,V0417,2026-02-04,2679.91,Paid,0
T002983,V0327,2026-02-14,1831.78,Paid,0
T002984,V0133,2025-08-05,8520.88,Paid,0
T002985,V0304,2026-03-25,33138.24,Paid,0
T002986,V0384,2025-10-15,4465.92,Paid,0
T002987,V0309,2025-07-29,5997.61,Paid,0
T002988,V0365,2026-05-17,3160.35,Paid,0
T002989,V0282,2026-03-19,14354.28,Paid,1
T002990,V0246,2026-01-20,1305.41,Paid,0
T002991,V0059,2026-05-19,27742.48,Paid,0
T002992,V0046,2026-04-06,36531.65,Paid,0
T002993,V0405,2026-04-02,5378.09,Paid,0
T002994,V0262,2025-09-06,2146.49,Paid,0
T002995,V0448,2025-08-29,354.81,Paid,0
T002996,V0302,2026-04-10,724.8,Paid,0
T002997,V0464,2026-06-26,7250.32,Paid,0
T002998,V0462,2026-02-17,18695.5,Paid,0
T002999,V0168,2026-02-20,5142.01,Paid,0
T003000,V0116,2025-10-05,6251.28,Paid,1
T003001,V0052,2025-09-25,53537.56,Paid,0
T003002,V0169,2025-12-21,13304.37,Paid,0
T003003,V0464,2025-07-16,1880.44,Paid,0
T003004,V0346,2025-10-21,5640.51,Paid,0
T003005,V0189,2026-03-17,5433.36,Paid,0
T003006,V0455,2026-03-04,34762.06,Disputed,0
T003007,V0407,2025-12-12,14061.89,Paid,0
T003008,V0167,2026-05-17,136011.47,Paid,0
T003009,V0381,2025-07-19,7000.28,Paid,0
T003010,V0276,2025-07-27,13992.15,Paid,0
T003011,V0399,2026-05-17,1852.92,Paid,0
T003012,V0243,2026-04-20,11125.51,Paid,0
T003013,V0219,2025-11-29,2246.37,Paid,0
T003014,V0256,2026-03-16,94788.72,Pending,0
T003015,V0188,2026-02-16,8868.95,Paid,0
T003016,V0340,2026-02-09,1334.61,Paid,0
T003017,V0107,2026-06-28,383.05,Paid,0
T003018,V0472,2026-06-26,14584.19,Paid,0
T003019,V0090,2025-11-30,9043.5,Paid,0
T003020,V0276,2025-11-03,57810.05,Paid,1
T003021,V0150,2026-01-12,85860.26,Paid,0
T003022,V0177,2026-05-19,7197.26,Pending,0
T003023,V0250,2025-11-14,7771.47,Paid,0
T003024,V0486,2025-09-20,9538.15,Paid,0
T003025,V0483,2025-11-23,13187.55,Paid,0
T003026,V0358,2025-07-29,9525.84,Paid,0
T003027,V0416,2026-02-15,713.32,Paid,0
T003028,V0441,2025-09-02,5550.21,Paid,0
T003029,V0104,2025-07-14,18074.52,Paid,0
T003030,V0478,2025-07-15,8180.47,Paid,0
T003031,V0060,2026-04-11,24481.92,Paid,0
T003032,V0383,2026-01-09,36592.4,Paid,0
T003033,V0161,2026-01-17,19558.8,Pending,0
T003034,V0069,2025-09-03,264.34,Paid,0
T003035,V0279,2025-07-20,16073.93,Paid,0
T003036,V0009,2025-08-17,4391.94,Paid,0
T003037,V0156,2025-11-18,11590.76,Paid,0
T003038,V0109,2025-11-02,13680.62,Pending,0
T003039,V0465,2025-12-31,3913.47,Paid,0
T003040,V0027,2025-08-25,5756.1,Paid,0
T003041,V0035,2026-04-16,11089.53,Paid,0
T003042,V0458,2026-05-09,8092.19,Paid,0
T003043,V0249,2026-06-15,1831.18,Paid,0
T003044,V0312,2025-07-23,5511.23,Paid,0
T003045,V0176,2025-08-01,2269.3,Pending,0
T003046,V0205,2026-03-03,773.01,Paid,0
T003047,V0154,2026-02-25,664.06,Paid,0
T003048,V0247,2025-11-26,6250.05,Paid,0
T003049,V0357,2026-04-27,3988.1,Paid,0
T003050,V0033,2025-09-06,878.03,Paid,0
T003051,V0223,2026-02-02,1468.47,Paid,0
T003052,V0258,2025-07-26,57900.77,Paid,0
T003053,V0044,2025-12-13,1400.03,Paid,0
T003054,V0484,2025-07-07,4559.26,Paid,0
T003055,V0315,2026-06-08,3047.62,Paid,0
T003056,V0390,2026-02-17,19375.15,Paid,0
T003057,V0074,2026-02-04,46699.49,Paid,0
T003058,V0037,2026-01-06,3840.55,Pending,0
T003059,V0466,2026-06-21,883.95,Paid,0
T003060,V0380,2025-08-17,720.19,Paid,0
T003061,V0132,2025-12-10,109590.67,Paid,1
T003062,V0458,2025-11-04,323.9,Paid,0
T003063,V0070,2025-11-19,347.97,Paid,0
T003064,V0336,2025-07-14,274.73,Paid,0
T003065,V0039,2025-08-27,11309.76,Paid,0
T003066,V0052,2025-10-06,2226.77,Paid,0
T003067,V0499,2025-08-28,11457.2,Paid,0
T003068,V0427,2026-01-26,9374.82,Paid,0
T003069,V0205,2025-11-29,12485.0,Paid,0
T003070,V0089,2025-11-12,6991.81,Paid,0
T003071,V0028,2026-04-24,20716.8,Paid,0
T003072,V0243,2026-05-16,1400.54,Paid,0
T003073,V0319,2026-02-26,16856.93,Paid,0
T003074,V0353,2025-09-28,1427.34,Paid,0
T003075,V0250,2026-01-15,28412.54,Paid,0
T003076,V0032,2026-05-13,27248.82,Paid,0
T003077,V0190,2025-10-20,8651.9,Paid,0
T003078,V0486,2025-11-15,26347.06,Paid,0
T003079,V0174,2025-10-14,8005.25,Paid,0
T003080,V0391,2026-05-20,42592.49,Paid,0
T003081,V0079,2025-11-25,13373.89,Paid,0
T003082,V0053,2025-12-20,4574.69,Paid,0
T003083,V0479,2026-01-30,5685.88,Pending,0
T003084,V0147,2026-01-26,6205.59,Paid,0
T003085,V0014,2026-01-27,15174.9,Paid,0
T003086,V0241,2026-04-28,11715.29,Paid,0
T003087,V0404,2026-06-01,69839.77,Paid,0
T003088,V0460,2026-03-20,16734.61,Paid,0
T003089,V0255,2025-10-14,4443.93,Paid,0
T003090,V0426,2025-07-02,21273.36,Paid,0
T003091,V0491,2026-04-09,23189.22,Paid,0
T003092,V0068,2025-08-31,33254.22,Paid,0
T003093,V0401,2026-02-11,3408.17,Paid,0
T003094,V0297,2026-05-20,692.45,Paid,0
T003095,V0307,2025-08-24,3356.94,Paid,0
T003096,V0323,2025-11-30,705.44,Paid,0
T003097,V0341,2025-08-09,15470.48,Paid,0
T003098,V0236,2025-08-14,8327.3,Paid,0
T003099,V0456,2026-04-07,1832.32,Paid,0
T003100,V0490,2026-01-15,1152.51,Paid,0
T003101,V0206,2025-11-03,6144.65,Paid,0
T003102,V0042,2025-10-07,1992.65,Paid,0
T003103,V0341,2026-01-30,50610.55,Paid,0
T003104,V0274,2025-08-20,242.62,Paid,0
T003105,V0046,2025-07-31,4819.64,Paid,0
T003106,V0279,2025-08-15,1087.04,Paid,0
T003107,V0396,2025-07-12,1013.95,Paid,0
T003108,V0467,2025-07-19,723.75,Pending,0
T003109,V0475,2025-08-29,2966.37,Disputed,0
T003110,V0449,2026-05-13,6807.66,Disputed,0
T003111,V0395,2025-10-10,21937.76,Paid,0
T003112,V0031,2025-10-15,3074.35,Paid,0
T003113,V0344,2025-08-18,2789.36,Paid,0
T003114,V0279,2026-01-11,1025.06,Pending,0
T003115,V0453,2025-08-13,10827.57,Paid,0
T003116,V0051,2026-04-24,2037.39,Paid,0
T003117,V0478,2026-03-23,7241.68,Paid,0
T003118,V0431,2026-03-30,3770.16,Pending,0
T003119,V0479,2026-06-21,1448.2,Paid,0
T003120,V0195,2025-11-27,14253.18,Paid,0
T003121,V0494,2025-08-09,9041.29,Disputed,0
T003122,V0087,2025-11-04,7226.48,Paid,0
T003123,V0364,2025-10-29,1086.39,Paid,0
T003124,V0340,2026-02-06,491.21,Paid,0
T003125,V0166,2025-09-27,16813.05,Paid,0
T003126,V0072,2026-05-20,2592.77,Pending,0
T003127,V0239,2026-04-24,6962.07,Paid,0
T003128,V0466,2025-12-30,3134.17,Disputed,0
T003129,V0307,2025-10-21,10212.46,Pending,0
T003130,V0470,2026-01-21,1632.7,Pending,0
T003131,V0437,2025-10-02,3130.8,Paid,0
T003132,V0069,2026-05-30,2907.39,Pending,0
T003133,V0244,2025-07-11,7538.67,Paid,0
T003134,V0141,2025-08-25,23348.63,Paid,0
T003135,V0093,2025-11-10,2472.3,Paid,0
T003136,V0327,2026-01-26,2850.78,Disputed,0
T003137,V0412,2025-08-20,19289.17,Paid,1
T003138,V0369,2025-08-25,7675.01,Paid,0
T003139,V0090,2026-04-10,2223.96,Paid,0
T003140,V0311,2026-04-28,6228.71,Paid,0
T003141,V0385,2026-04-09,1197.51,Paid,0
T003142,V0401,2025-08-21,3365.59,Paid,0
T003143,V0100,2025-12-10,11414.54,Paid,0
T003144,V0476,2026-02-08,1206.93,Paid,0
T003145,V0251,2026-04-10,4391.1,Paid,0
T003146,V0436,2025-08-06,958.77,Pending,0
T003147,V0365,2025-12-15,2515.01,Paid,0
T003148,V0403,2026-03-18,9827.99,Paid,0
T003149,V0285,2026-01-25,13511.41,Paid,0
T003150,V0019,2025-09-27,643.0,Paid,0
T003151,V0012,2026-01-13,1775.24,Paid,0
T003152,V0364,2025-07-12,8432.91,Paid,0
T003153,V0342,2025-09-12,103247.77,Pending,0
T003154,V0463,2025-10-30,17933.01,Paid,0
T003155,V0170,2026-04-08,2571.11,Paid,0
T003156,V0293,2025-12-03,10576.42,Paid,0
T003157,V0215,2026-05-04,1049.82,Paid,0
T003158,V0411,2026-04-04,3739.67,Paid,0
T003159,V0216,2026-02-20,1575.56,Paid,0
T003160,V0023,2025-08-11,3702.84,Pending,0
T003161,V0215,2026-06-04,6039.03,Paid,0
T003162,V0184,2025-10-20,9552.36,Paid,0
T003163,V0316,2026-05-10,598.95,Paid,0
T003164,V0236,2026-03-12,14100.12,Paid,0
T003165,V0273,2025-11-21,8555.26,Paid,0
T003166,V0109,2025-12-01,5577.56,Paid,0
T003167,V0065,2025-12-04,1214.5,Pending,0
T003168,V0308,2025-08-24,2629.63,Paid,0
T003169,V0300,2025-07-14,918.92,Paid,0
T003170,V0084,2025-11-19,1129.24,Paid,0
T003171,V0114,2026-06-01,8911.83,Paid,0
T003172,V0043,2025-12-11,359028.38,Paid,0
T003173,V0024,2025-11-20,7445.64,Paid,0
T003174,V0308,2025-08-15,4217.57,Paid,0
T003175,V0072,2025-09-05,1489.11,Paid,0
T003176,V0351,2025-10-31,42891.37,Paid,0
T003177,V0440,2025-07-02,107726.38,Paid,0
T003178,V0119,2026-04-26,16616.82,Paid,0
T003179,V0024,2026-01-30,472.1,Paid,0
T003180,V0125,2025-10-16,3321.45,Paid,0
T003181,V0032,2025-07-01,20421.38,Paid,0
T003182,V0095,2025-12-21,1718.17,Paid,0
T003183,V0264,2026-01-04,8894.88,Disputed,1
T003184,V0416,2025-09-11,1962.18,Paid,0
T003185,V0112,2025-09-07,9284.27,Paid,0
T003186,V0239,2026-03-30,12104.53,Paid,0
T003187,V0148,2025-11-02,2647.32,Paid,0
T003188,V0388,2025-12-27,739.47,Pending,0
T003189,V0344,2026-02-16,35957.01,Paid,0
T003190,V0030,2025-12-23,1133.19,Paid,0
T003191,V0065,2025-07-13,11063.74,Paid,0
T003192,V0165,2026-03-01,5955.48,Paid,0
T003193,V0031,2025-09-17,830.37,Pending,0
T003194,V0013,2026-01-13,8903.95,Paid,0
T003195,V0070,2025-09-15,1199.94,Paid,0
T003196,V0037,2025-09-08,2206.55,Paid,0
T003197,V0189,2026-01-28,1291.61,Paid,0
T003198,V0311,2025-12-06,19852.52,Paid,0
T003199,V0126,2026-04-17,19770.68,Pending,0
T003200,V0360,2026-06-22,3375.77,Pending,0
T003201,V0195,2026-05-09,18360.59,Paid,0
T003202,V0284,2025-10-11,20726.45,Paid,0
T003203,V0175,2025-10-15,7438.15,Paid,0
T003204,V0359,2026-02-04,3586.14,Paid,0
T003205,V0113,2026-01-04,1708.45,Paid,0
T003206,V0414,2025-11-04,4190.49,Paid,0
T003207,V0385,2026-01-13,1752.99,Paid,0
T003208,V0085,2025-11-19,29344.91,Paid,0
T003209,V0012,2025-12-04,16071.57,Paid,1
T003210,V0291,2026-01-30,2015.54,Paid,0
T003211,V0420,2026-06-09,771.78,Paid,0
T003212,V0214,2026-06-29,4691.1,Paid,0
T003213,V0012,2026-05-10,2594.5,Pending,0
T003214,V0444,2025-09-08,438.64,Pending,0
T003215,V0337,2026-01-06,16047.93,Paid,0
T003216,V0253,2026-02-21,11403.71,Paid,0
T003217,V0374,2026-06-22,2413.34,Pending,0
T003218,V0150,2026-06-22,9798.72,Paid,0
T003219,V0272,2025-09-06,825.79,Pending,0
T003220,V0486,2025-09-11,11114.86,Pending,0
T003221,V0356,2025-07-28,2721.96,Paid,0
T003222,V0393,2026-02-12,12705.07,Paid,0
T003223,V0414,2026-03-23,4114.66,Paid,0
T003224,V0407,2025-09-15,8926.82,Paid,0
T003225,V0419,2025-11-06,9717.96,Paid,0
T003226,V0481,2026-06-18,5782.72,Paid,0
T003227,V0358,2025-10-13,716.44,Paid,0
T003228,V0470,2025-11-23,6276.67,Pending,0
T003229,V0144,2026-04-16,8477.62,Paid,0
T003230,V0319,2026-01-05,9881.86,Paid,0
T003231,V0026,2026-05-30,2802.47,Pending,0
T003232,V0367,2026-06-18,69508.88,Paid,0
T003233,V0488,2026-03-25,18535.35,Paid,0
T003234,V0147,2025-11-07,6996.83,Paid,0
T003235,V0179,2026-01-23,2799.85,Paid,0
T003236,V0170,2025-10-05,5744.57,Paid,0
T003237,V0245,2025-12-05,4207.28,Paid,0
T003238,V0328,2025-07-06,994.72,Paid,0
T003239,V0230,2025-08-25,4152.23,Paid,0
T003240,V0493,2026-05-07,37539.08,Paid,0
T003241,V0356,2026-04-12,7632.3,Paid,0
T003242,V0055,2026-01-03,5233.06,Paid,0
T003243,V0217,2025-08-26,481.13,Paid,0
T003244,V0183,2026-04-22,16047.61,Paid,0
T003245,V0034,2026-02-28,18276.91,Paid,0
T003246,V0098,2025-11-07,2327.12,Paid,0
T003247,V0226,2026-06-26,1295.08,Paid,0
T003248,V0127,2026-04-22,25177.21,Paid,0
T003249,V0199,2026-01-20,7501.33,Paid,0
T003250,V0172,2026-04-12,5593.18,Paid,0
T003251,V0310,2025-10-14,2116.42,Paid,0
T003252,V0462,2026-02-21,213.67,Paid,0
T003253,V0332,2025-10-21,2611.43,Paid,0
T003254,V0032,2025-09-22,155.42,Paid,0
T003255,V0055,2025-10-30,2677.92,Paid,0
T003256,V0086,2026-03-04,18531.55,Disputed,0
T003257,V0060,2025-08-30,30462.72,Paid,0
T003258,V0376,2026-03-03,182.03,Paid,0
T003259,V0043,2025-09-12,10099.82,Paid,0
T003260,V0251,2025-10-18,1696.22,Paid,0
T003261,V0229,2026-02-25,379.92,Paid,0
T003262,V0219,2025-08-30,13674.69,Paid,0
T003263,V0364,2026-05-08,2466.15,Paid,0
T003264,V0152,2025-07-20,12474.08,Pending,0
T003265,V0100,2025-11-24,7601.23,Paid,0
T003266,V0145,2025-09-08,32332.74,Paid,0
T003267,V0235,2026-05-15,465.61,Paid,0
T003268,V0039,2025-11-09,2935.54,Paid,1
T003269,V0245,2026-06-08,790.06,Paid,0
T003270,V0465,2025-12-15,798.94,Paid,0
T003271,V0005,2025-07-15,4968.52,Paid,0
T003272,V0107,2026-06-07,1673.22,Paid,0
T003273,V0285,2025-10-12,1912.86,Paid,0
T003274,V0252,2025-08-14,6435.1,Paid,0
T003275,V0047,2025-11-06,32895.55,Paid,0
T003276,V0416,2025-09-17,61862.08,Paid,0
T003277,V0399,2026-03-22,1192.49,Pending,0
T003278,V0304,2025-09-23,54291.67,Paid,0
T003279,V0011,2026-04-05,3732.56,Paid,0
T003280,V0405,2025-07-08,1711.96,Paid,0
T003281,V0107,2025-09-11,4855.24,Paid,0
T003282,V0030,2026-05-26,8842.18,Pending,0
T003283,V0433,2026-05-31,24104.86,Paid,0
T003284,V0103,2025-07-06,18044.11,Paid,0
T003285,V0121,2025-08-02,6412.41,Paid,0
T003286,V0159,2026-03-29,496.36,Paid,0
T003287,V0320,2026-06-14,1132.81,Paid,0
T003288,V0218,2025-08-14,1699.48,Pending,0
T003289,V0013,2026-03-19,10467.68,Paid,0
T003290,V0220,2026-03-23,38170.04,Pending,0
T003291,V0132,2026-02-19,17450.26,Pending,0
T003292,V0046,2025-07-18,8426.68,Paid,0
T003293,V0258,2025-11-25,6197.9,Paid,0
T003294,V0311,2025-10-27,4429.27,Paid,0
T003295,V0388,2025-08-22,3161.36,Pending,0
T003296,V0261,2026-03-10,3319.57,Paid,0
T003297,V0415,2025-10-18,3693.7,Pending,0
T003298,V0342,2025-12-30,1620.86,Paid,0
T003299,V0206,2025-09-26,6445.75,Paid,0
T003300,V0426,2026-06-18,5340.53,Paid,0
T003301,V0204,2025-08-12,2929.11,Paid,0
T003302,V0457,2026-06-30,6199.08,Paid,0
T003303,V0124,2025-12-09,5862.14,Paid,0
T003304,V0246,2026-02-23,1432.23,Paid,0
T003305,V0152,2025-07-12,5681.99,Disputed,0
T003306,V0273,2025-07-12,536.85,Pending,0
T003307,V0199,2025-12-15,4452.71,Disputed,0
T003308,V0072,2026-04-28,19138.7,Paid,0
T003309,V0042,2026-05-27,5239.39,Paid,0
T003310,V0023,2025-07-02,9344.37,Paid,0
T003311,V0093,2026-03-24,57033.43,Paid,0
T003312,V0238,2025-07-25,11495.57,Paid,0
T003313,V0010,2025-09-01,8667.13,Paid,0
T003314,V0088,2026-04-18,12989.21,Paid,0
T003315,V0117,2025-10-04,3715.39,Paid,0
T003316,V0197,2025-09-24,2460.4,Paid,0
T003317,V0072,2025-11-09,15336.94,Paid,0
T003318,V0406,2026-05-21,21352.39,Paid,0
T003319,V0329,2025-11-18,28298.82,Paid,0
T003320,V0254,2025-11-07,857.85,Paid,0
T003321,V0186,2026-05-26,1793.23,Paid,0
T003322,V0220,2026-04-07,334.27,Paid,0
T003323,V0447,2025-11-14,5298.21,Pending,0
T003324,V0339,2025-12-27,42115.43,Paid,0
T003325,V0201,2025-11-30,25921.53,Paid,1
T003326,V0187,2026-03-25,1958.16,Paid,0
T003327,V0082,2026-05-29,1600.23,Paid,0
T003328,V0333,2025-11-05,119.45,Disputed,0
T003329,V0354,2025-12-19,477.67,Paid,0
T003330,V0306,2025-09-27,5587.74,Paid,0
T003331,V0027,2026-02-19,2040.78,Paid,0
T003332,V0101,2026-04-16,633.4,Paid,0
T003333,V0465,2025-09-10,37037.65,Paid,0
T003334,V0177,2026-06-06,13156.26,Pending,0
T003335,V0033,2026-01-31,682.99,Paid,0
T003336,V0347,2025-09-05,17119.74,Paid,0
T003337,V0337,2025-10-02,1994.42,Pending,0
T003338,V0306,2025-11-12,39466.34,Paid,0
T003339,V0385,2026-03-08,27620.22,Paid,0
T003340,V0370,2025-08-20,1442.94,Paid,0
T003341,V0445,2025-09-23,3672.73,Paid,0
T003342,V0283,2026-02-07,18391.41,Paid,0
