vendor_id,vendor_name,category,country,annual_contract_value,is_critical_supplier,compliance_risk_score,geo_risk_score,total_spend,spend_share_pct,disputed_count,anomaly_count,financial_risk_score,audit_risk_score,composite_risk_score,risk_tier
V0255,"Richardson, Farmer and Andrews",Manufacturing,India,1961.86,0,33.0,20.0,190739.34,0.21960276566690579,1.0,0,7.756822125335246,0.0,17.5,Low
V0226,Chavez-Santiago,Manufacturing,United States,81443.51,0,35.0,10.0,69280.58,0.07976438932318483,2.0,0,12.638115114585478,0.0,17.4,Low
V0116,"Patterson, Camacho and White",Raw Materials,India,141048.29,0,30.0,20.0,109549.53,0.12612699491101137,0.0,1,11.00901595928809,0.0,17.3,Low
V0465,Nunez-Morrison,Logistics,United Kingdom,45100.73,0,33.0,10.0,254064.58000000002,0.2925106295638899,1.0,0,8.34008503651112,8.0,17.2,Low
V0105,Sims-Hill,Software Licensing,Singapore,447880.6,1,35.0,15.0,164116.4,0.18895113787903522,1.0,0,7.511609103032281,0.0,17.1,Low
V0003,Hoffman Ltd,Marketing,China,19315.82,0,25.0,40.0,163594.18,0.18834989349868572,0.0,0,1.5067991479894858,0.0,17.1,Low
V0072,Deleon-Henson,Marketing,Singapore,215903.18,1,35.0,15.0,159422.84,0.18354732995549117,1.0,0,7.468378639643929,0.0,17.1,Low
V0463,Harris-Lucas,Logistics,Singapore,31695.41,0,35.0,15.0,136087.63,0.1566809443770466,1.0,0,7.253447555016373,0.0,17.1,Low
V0211,Robinson-Lee,Marketing,Vietnam,208586.73,1,25.0,40.0,143325.34999999998,0.16501390457876836,0.0,0,1.3201112366301468,0.0,17.1,Low
V0307,"Valentine, Joyce and Murray",IT Services,Vietnam,80673.82,0,25.0,40.0,116465.14,0.13408910216310582,0.0,0,1.0727128173048466,0.0,17.0,Low
V0043,Lee Group,Manufacturing,France,4346.4,0,35.0,10.0,498270.8,0.5736710933940616,1.0,0,10.589368747152493,0.0,16.9,Low
V0221,Carson-Bentley,Facilities,UAE,14605.45,0,25.0,30.0,261051.69999999998,0.30055506798989334,1.0,0,8.404440543919147,0.0,16.9,Low
V0290,"Lucas, Williams and Zimmerman",Marketing,Germany,70209.5,0,35.0,10.0,70185.51,0.080806256883044,0.0,1,10.646450055064353,0.0,16.9,Low
V0150,"Oneill, Henry and Salas",Facilities,India,20083.83,0,35.0,20.0,245813.04,0.28301043414006644,0.0,0,2.2640834731205315,0.0,16.8,Low
V0039,Sanchez-Kennedy,IT Services,France,10925.76,0,30.0,10.0,139505.21,0.1606156859981925,1.0,1,17.28492548798554,0.0,16.8,Low
V0191,"Mcintyre, James and Mcneil",Manufacturing,United Kingdom,18979.06,0,33.0,10.0,143691.2,0.16543511643689499,0.0,1,11.32348093149516,2.0,16.8,Low
V0044,Ramirez and Sons,Raw Materials,Germany,9191.48,0,33.0,10.0,246814.0,0.2841628633364868,0.0,1,12.273302906691894,0.0,16.6,Low
V0222,Johnson-Henson,Software Licensing,Germany,158772.8,0,35.0,10.0,147687.88999999998,0.17003660125650932,0.0,0,1.3602928100520746,10.0,16.6,Low
V0227,"Newton, Moore and Perry",Software Licensing,India,182321.92,0,33.0,20.0,98619.68000000001,0.11354319710441085,0.0,0,0.9083455768352868,4.0,16.6,Low
V0293,"Holland, Jones and Davis",Marketing,Germany,561404.0,0,28.0,10.0,431313.09,0.49658107987759137,2.0,0,15.972648639020731,4.0,16.6,Low
V0270,"Whitaker, Drake and Jones",Marketing,South Africa,42043.39,0,25.0,35.0,350061.37,0.4030340306574722,0.0,0,3.2242722452597774,0.0,16.6,Low
V0108,"Lewis, Perry and Rivera",Raw Materials,India,29598.35,0,35.0,20.0,93939.54,0.10815483994794635,0.0,0,0.8652387195835708,0.0,16.5,Low
V0004,Cole LLC,Software Licensing,United States,120498.15,0,35.0,10.0,99444.5,0.11449283210460208,0.0,0,0.9159426568368166,10.0,16.5,Low
V0494,Williams-Jones,Logistics,Germany,78271.57,0,35.0,10.0,340425.95,0.3919405410796944,1.0,0,9.135524328637555,0.0,16.5,Low
V0095,Hernandez Inc,Facilities,Germany,8378.19,0,25.0,10.0,97903.14,0.11271822745886753,2.0,1,22.901745819670943,0.0,16.5,Low
V0250,Decker Inc,Professional Services,Germany,22611.14,0,33.0,10.0,158809.43,0.1828410963463797,0.0,1,11.462728770771038,0.0,16.4,Low
V0206,Vaughn-Bryant,Logistics,United Kingdom,9816.29,0,33.0,10.0,134249.54,0.1545647073829127,0.0,1,11.236517659063301,0.0,16.4,Low
V0493,Hall Ltd,Raw Materials,France,26843.8,0,35.0,10.0,299863.16000000003,0.3452396304696131,1.0,0,8.761917043756904,0.0,16.4,Low
V0136,Snyder LLC,Professional Services,France,20720.22,0,25.0,10.0,30581.39,0.03520908598057567,1.0,0,6.281672687844606,20.0,16.3,Low
V0078,Keller Group,Professional Services,Germany,16669.06,0,28.0,10.0,213004.45,0.2452371195127243,1.0,1,17.961896956101796,0.0,16.3,Low
V0159,Arnold and Sons,Manufacturing,Singapore,305508.99,0,35.0,15.0,464002.94,0.5342176863020253,0.0,0,4.273741490416202,0.0,16.3,Low
V0060,Mitchell-Kim,Raw Materials,France,148416.24,0,33.0,10.0,512395.89,0.5899336474602231,1.0,0,10.719469179681784,0.0,16.2,Low
V0114,"Martin, Mcdonald and Anderson",Manufacturing,France,52504.93,0,33.0,10.0,50212.48,0.05781082958027534,0.0,1,10.462486636642202,0.0,16.2,Low
V0112,"Navarro, Marsh and Hurst",Facilities,Germany,24034.98,0,35.0,10.0,152739.51,0.1758526522248007,1.0,0,7.406821217798406,0.0,16.1,Low
V0153,"Soto, Brown and Hernandez",Marketing,Mexico,39524.37,0,25.0,35.0,137912.71,0.15878220264691037,0.0,0,1.270257621175283,0.0,16.1,Low
V0115,Vargas-Alvarado,Facilities,Singapore,462256.47,1,35.0,15.0,31541.260000000002,0.03631420727689919,0.0,0,0.29051365821519354,4.0,16.1,Low
V0440,Williams LLC,Professional Services,United States,28813.47,0,35.0,10.0,165956.26,0.19106941271651717,1.0,0,7.528555301732137,0.0,16.1,Low
V0422,"Scott, Lopez and Doyle",Marketing,Germany,3449.01,0,30.0,10.0,226714.26,0.2610215517791241,2.0,0,14.088172414232993,0.0,16.0,Low
V0267,Turner and Sons,Software Licensing,Germany,25869.69,0,35.0,10.0,119302.36,0.1373556614308765,1.0,0,7.098845291447012,0.0,16.0,Low
V0355,Tyler Inc,Raw Materials,France,16247.58,0,35.0,10.0,113327.15,0.130476259198277,1.0,0,7.043810073586216,0.0,16.0,Low
V0481,Robinson Group,Facilities,India,54721.77,0,25.0,20.0,214787.80000000002,0.24729033303517894,0.0,0,1.9783226642814316,14.0,16.0,Low
V0155,"Carlson, Montgomery and Rowe",Software Licensing,Singapore,30203.95,0,25.0,15.0,71646.2,0.08248798422771236,0.0,0,0.6599038738216989,20.0,15.9,Low
V0177,"Booth, Murray and Brown",Raw Materials,India,18545.62,0,33.0,20.0,131638.14,0.1515581400839876,0.0,0,1.2124651206719008,0.0,15.9,Low
V0312,Velasquez LLC,Raw Materials,Germany,4142.63,0,33.0,10.0,390605.38,0.44971331940423354,1.0,0,9.597706555233868,0.0,15.9,Low
V0037,Ramirez Group,Facilities,United States,23692.91,0,35.0,10.0,65479.729999999996,0.07538837978113094,1.0,0,6.603107038249048,0.0,15.9,Low
V0470,"Wong, Parker and Ward",Logistics,Germany,51437.04,0,35.0,10.0,46456.009999999995,0.053485915794033,1.0,0,6.4278873263522645,0.0,15.9,Low
V0218,Dalton Ltd,Software Licensing,Germany,74648.63,0,35.0,10.0,56561.39,0.0651204815638162,1.0,0,6.52096385251053,0.0,15.9,Low
V0042,Chandler-Mcbride,IT Services,France,74501.4,0,35.0,10.0,32132.38,0.03699477787571233,1.0,0,6.295958223005699,0.0,15.8,Low
V0172,Costa-Harrison,Manufacturing,Germany,8972.19,0,25.0,10.0,469608.43999999994,0.5406714325661459,1.0,1,20.32537146052917,0.0,15.8,Low
V0028,Koch-Decker,Professional Services,Singapore,52977.16,0,35.0,15.0,217938.52,0.25091783235357873,0.0,0,2.00734265882863,0.0,15.8,Low
V0009,Bush Inc,IT Services,United Kingdom,498807.54,0,33.0,10.0,278402.04,0.3205309295466186,1.0,0,8.564247436372948,0.0,15.7,Low
V0488,Cunningham-Branch,Facilities,Singapore,154433.93,0,20.0,15.0,291550.74,0.33566934244520813,0.0,2,22.685354739561664,0.0,15.7,Low
V0186,Barton-Dickerson,Professional Services,United Kingdom,62933.26,0,33.0,10.0,303449.67,0.3493688652414855,1.0,0,8.794950921931884,0.0,15.7,Low
V0029,Allen PLC,Manufacturing,India,140560.03,0,33.0,20.0,82597.26,0.09509620161477171,0.0,0,0.7607696129181737,0.0,15.7,Low
V0203,"Allen, Durham and Thomas",Raw Materials,Singapore,59323.91,0,33.0,15.0,510786.26,0.588080441930098,0.0,0,4.704643535440784,0.0,15.7,Low
V0453,Young-Robinson,Professional Services,Germany,25346.96,0,35.0,10.0,595582.36,0.6857082206451104,0.0,0,5.485665765160883,0.0,15.6,Low
V0165,"Curry, Carroll and Roberts",Facilities,Singapore,37022.55,0,30.0,15.0,272348.45,0.31356128654474225,1.0,0,8.508490292357937,0.0,15.6,Low
V0098,Douglas Inc,Manufacturing,Brazil,32445.88,0,25.0,30.0,354199.88,0.4077987962361942,0.0,0,3.2623903698895536,0.0,15.6,Low
V0198,Francis Group,Professional Services,United States,31011.76,0,28.0,10.0,370298.99,0.42633408675767615,0.0,1,13.41067269406141,2.0,15.6,Low
V0460,Webster Group,Software Licensing,United Kingdom,114611.55,0,33.0,10.0,203826.07,0.23466983102183506,1.0,0,7.87735864817468,0.0,15.5,Low
V0239,Reese Group,Software Licensing,India,24204.48,0,25.0,20.0,127356.75,0.14662887334279706,0.0,1,11.173030986742376,0.0,15.5,Low
V0188,Ryan-Reed,IT Services,United States,57142.17,0,25.0,10.0,92964.48,0.10703223004119523,1.0,1,16.85625784032956,2.0,15.4,Low
V0040,Davis Group,Raw Materials,France,17301.55,0,33.0,10.0,160039.19,0.18425694845694346,1.0,0,7.474055587655547,0.0,15.4,Low
V0429,"Carrillo, Vaughn and Fowler",Manufacturing,India,204578.02,1,20.0,20.0,147144.1,0.16941052281908786,1.0,1,17.3552841825527,0.0,15.3,Low
V0183,"Collier, Jimenez and Moran",Manufacturing,United Kingdom,34146.71,0,33.0,10.0,43895.36,0.05053777818432458,1.0,0,6.404302225474597,0.0,15.2,Low
V0300,Moore LLC,Manufacturing,Singapore,63504.53,0,33.0,15.0,286128.83,0.3294269677405612,0.0,0,2.6354157419244895,0.0,15.2,Low
V0051,"Edwards, Williams and Woods",Manufacturing,Brazil,59695.78,0,25.0,30.0,202397.54,0.23302513025460922,0.0,0,1.8642010420368738,0.0,15.2,Low
V0289,Garcia-Nolan,Logistics,Brazil,398598.47,0,25.0,30.0,176442.69,0.2031426904680938,0.0,0,1.6251415237447504,0.0,15.2,Low
V0173,Santiago-Hodge,Logistics,France,36528.84,0,25.0,10.0,142891.95,0.16451492078947752,1.0,1,17.31611936631582,0.0,15.1,Low
V0348,"Lopez, Holmes and Mcintyre",Logistics,United Kingdom,20865.89,0,25.0,10.0,99316.65,0.11434563534073307,1.0,1,16.914765082725864,0.0,15.0,Low
V0349,Padilla-Lewis,Marketing,United States,2403.47,0,25.0,10.0,106920.98,0.12310068240676476,0.0,0,0.9848054592541181,20.0,15.0,Low
V0005,"Henderson, Ramirez and Lewis",Marketing,Brazil,10487.53,0,25.0,30.0,88301.29000000001,0.10166338782526717,0.0,0,0.8133071026021373,0.0,15.0,Low
V0161,Roberts LLC,Raw Materials,India,24454.57,0,25.0,20.0,278646.06,0.3208118756109074,1.0,0,8.566495004887258,0.0,14.9,Low
V0366,"Moore, Hopkins and Le",Raw Materials,Singapore,265567.59,0,33.0,15.0,156732.15,0.180449474182517,0.0,0,1.443595793460136,0.0,14.9,Low
V0388,Williams and Sons,Software Licensing,India,19725.6,0,25.0,20.0,254559.16999999998,0.29308006286417915,1.0,0,8.344640502913434,0.0,14.8,Low
V0437,Palmer Group,Facilities,United States,15034.75,0,33.0,10.0,193252.24,0.2224959275591739,0.0,0,1.7799674204733913,4.0,14.8,Low
V0341,Hill-Whitney,Software Licensing,India,29820.98,0,25.0,20.0,282854.16,0.3256567618216015,0.0,0,2.605254094572812,7.0,14.8,Low
V0036,Whitehead LLC,IT Services,Germany,36905.22,0,35.0,10.0,218385.5,0.25143245112177726,0.0,0,2.011459608974218,0.0,14.8,Low
V0390,Martin-Ewing,Software Licensing,United Kingdom,172009.85,0,35.0,10.0,188152.62,0.21662461304246083,0.0,0,1.7329969043396867,0.0,14.7,Low
V0335,Kim-Ross,Professional Services,Germany,37251.85,0,35.0,10.0,158579.52000000002,0.1825763954626791,0.0,0,1.4606111637014327,0.0,14.6,Low
V0387,Gonzalez PLC,Manufacturing,United States,5324.1,0,35.0,10.0,138456.49,0.15940826957109258,0.0,0,1.2752661565687406,0.0,14.6,Low
V0448,"Gray, Hall and Murray",IT Services,Germany,58639.08,0,33.0,10.0,105070.56,0.12097024958863004,0.0,0,0.9677619967090403,4.0,14.6,Low
V0451,Jones PLC,Software Licensing,United Kingdom,71820.0,0,35.0,10.0,161889.34,0.1863870704176183,0.0,0,1.4910965633409463,0.0,14.6,Low
V0180,Dudley PLC,Marketing,United Kingdom,10277.82,0,35.0,10.0,117967.7,0.13581903544053284,0.0,0,1.0865522835242627,0.0,14.5,Low
V0231,Lopez-Martinez,Facilities,France,8916.31,0,35.0,10.0,94628.78,0.10894837845032485,0.0,0,0.8715870276025988,0.0,14.5,Low
V0425,Boyle-Smith,Raw Materials,United Kingdom,81774.25,0,35.0,10.0,100810.25,0.11606525275578802,0.0,0,0.9285220220463042,0.0,14.5,Low
V0034,"Hayes, Wright and Brown",Logistics,France,84163.88,0,35.0,10.0,122607.58,0.14116104029575863,0.0,0,1.129288322366069,0.0,14.5,Low
V0407,Moses-Miller,Manufacturing,France,96173.27,0,35.0,10.0,112172.12999999999,0.12914645703790154,0.0,0,1.0331716563032123,0.0,14.5,Low
V0376,Roberts Group,Software Licensing,United States,249381.06,0,35.0,10.0,81842.06999999999,0.09422673329950969,0.0,0,0.7538138663960775,0.0,14.4,Low
V0094,Cardenas and Sons,IT Services,United States,167892.94,0,30.0,10.0,174334.13,0.20071505489184294,1.0,0,7.6057204391347435,0.0,14.4,Low
V0164,Jones and Sons,Facilities,France,1108839.95,1,35.0,10.0,81892.47,0.09428476002535248,0.0,0,0.7542780802028198,0.0,14.4,Low
V0274,"Stevens, Norris and Cox",Software Licensing,Singapore,144627.95,0,25.0,15.0,28764.129999999997,0.03311683106380894,0.0,1,10.264934648510472,0.0,14.3,Low
V0394,Baker-Rios,Professional Services,Germany,48921.92,0,35.0,10.0,29388.170000000002,0.03383530324624795,0.0,0,0.2706824259699836,0.0,14.3,Low
V0392,Wells-Smith,Marketing,United States,12992.93,0,25.0,10.0,43059.35,0.049575259869407536,1.0,0,6.396602078955261,10.0,14.3,Low
V0455,"Johnston, Ray and Barton",Facilities,United States,446243.79,0,30.0,10.0,57803.909999999996,0.06655102456766869,1.0,0,6.53240819654135,0.0,14.1,Low
V0408,Burgess-Lewis,Logistics,United Kingdom,97347.86,0,33.0,10.0,225234.3,0.25931763842241223,0.0,0,2.074541107379298,0.0,14.1,Low
V0111,Evans-Price,Facilities,France,79333.13,0,33.0,10.0,192728.13,0.22189250717660533,0.0,0,1.7751400574128426,0.0,14.0,Low
V0383,"Diaz, Powell and Williams",Logistics,Germany,49593.33,0,28.0,10.0,288229.39,0.3318453927254084,1.0,0,8.654763141803267,0.0,14.0,Low
V0317,Smith and Sons,IT Services,United States,103258.71,0,28.0,10.0,288727.54000000004,0.3324189247388723,1.0,0,8.659351397910978,0.0,14.0,Low
V0459,Horton-Russell,Logistics,France,9915.13,0,33.0,10.0,202355.13999999998,0.23297631412017003,0.0,0,1.8638105129613602,0.0,14.0,Low
V0251,"Rodgers, Cain and Hawkins",Raw Materials,Singapore,92559.59,0,25.0,15.0,266568.78,0.30690701419252564,1.0,0,8.455256113540205,0.0,13.9,Low
V0046,Martin Group,Manufacturing,United Kingdom,26982.89,0,33.0,10.0,154729.94,0.17814428190573792,0.0,0,1.4251542552459033,0.0,13.9,Low
V0176,Cordova Group,Software Licensing,United States,7218.1,0,33.0,10.0,87303.38,0.10051447016681944,0.0,0,0.8041157613345555,0.0,13.8,Low
V0338,"Carney, White and Carter",Raw Materials,United States,386088.57,0,28.0,10.0,209259.88999999998,0.24092591799443405,1.0,0,7.927407343955473,0.0,13.8,Low
V0179,"Anderson, Roberts and Gilmore",Logistics,United Kingdom,85641.05,0,33.0,10.0,111356.9,0.12820786323415537,0.0,0,1.025662905873243,0.0,13.8,Low
V0431,Perry-Dunn,IT Services,United Kingdom,347616.31,1,25.0,10.0,256373.02,0.29516839176636006,0.0,1,12.361347134130881,0.0,13.8,Low
V0016,Gentry PLC,Logistics,United States,55909.89,0,33.0,10.0,68747.03,0.07915010044275995,0.0,0,0.6332008035420796,0.0,13.7,Low
V0364,Gonzalez-Huber,Raw Materials,United Kingdom,187158.96,0,33.0,10.0,66026.16,0.07601749771371565,0.0,0,0.6081399817097252,0.0,13.7,Low
V0181,Pierce-Tran,Logistics,France,172573.31,0,33.0,10.0,85351.67,0.09826741974827569,0.0,0,0.7861393579862055,0.0,13.7,Low
V0190,"Reyes, Chase and Jenkins",Marketing,United States,8910.0,0,33.0,10.0,51643.07,0.05945790207478758,0.0,0,0.47566321659830063,0.0,13.7,Low
V0379,Jimenez-Davis,IT Services,United Kingdom,1424.04,0,25.0,10.0,181747.38,0.20925010698219929,0.0,1,11.674000855857594,0.0,13.7,Low
V0432,"Petersen, Gill and Becker",Facilities,United States,19973.4,0,25.0,10.0,139276.43,0.16035228611052763,0.0,1,11.28281828888422,0.0,13.6,Low
V0375,Martinez-Cole,Software Licensing,Singapore,21367.46,0,30.0,15.0,59591.45,0.068609062137371,0.0,0,0.548872497098968,0.0,13.6,Low
V0058,Howell-Hart,Manufacturing,United Kingdom,5124.07,0,20.0,10.0,274228.66,0.31572601730261607,1.0,1,18.525808138420928,0.0,13.6,Low
V0064,Watts LLC,IT Services,United Kingdom,19895.14,0,25.0,10.0,106082.31999999999,0.12213511308344525,0.0,1,10.977080904667561,0.0,13.5,Low
V0278,"Wilson, Hicks and Bullock",Marketing,United States,49020.51,0,25.0,10.0,120986.45,0.13929459454049078,0.0,1,11.114356756323927,0.0,13.5,Low
V0082,"Estes, Baker and Rodriguez",IT Services,Germany,5392.44,0,28.0,10.0,77214.79,0.08889923512574459,1.0,0,6.711193881005957,0.0,13.5,Low
V0485,Rodriguez Inc,Software Licensing,Singapore,93657.52,0,25.0,15.0,353450.94,0.4069365236954662,0.0,0,3.2554921895637294,4.0,13.4,Low
V0356,"Armstrong, Mcdonald and Bird",Manufacturing,France,23173.6,0,20.0,10.0,163413.93,0.18814236736112303,0.0,0,1.5051389388889842,20.0,13.4,Low
V0454,Gordon LLC,IT Services,United States,10923.9,0,20.0,10.0,166284.77,0.19144763413926738,1.0,1,17.53158107311414,0.0,13.4,Low
V0471,Lang Ltd,Logistics,Germany,3272.69,0,25.0,10.0,148430.19,0.17089122900637227,0.0,0,1.3671298320509782,11.0,13.3,Low
V0263,"Williams, Miller and Ramos",Professional Services,Brazil,49649.6,0,20.0,30.0,98600.13,0.11352068872166826,0.0,0,0.9081655097733461,0.0,13.2,Low
V0216,"Mcintyre, Rivas and Scott",Professional Services,Singapore,118844.68,0,25.0,15.0,357995.76,0.41216908369833855,0.0,0,3.2973526695867084,2.0,13.0,Low
V0354,Hicks-Martinez,Manufacturing,France,59513.5,0,20.0,10.0,381682.51,0.43944020568953646,2.0,0,15.51552164551629,0.0,12.9,Low
V0008,Arnold Ltd,Software Licensing,United Kingdom,40167.77,0,25.0,10.0,219578.05,0.2528054624690749,1.0,0,8.0224436997526,0.0,12.8,Low
V0104,Walton-Larsen,Raw Materials,United States,85327.27,0,20.0,10.0,65795.31,0.07575171458552506,1.0,0,6.606013716684201,10.0,12.7,Low
V0304,Diaz-Ball,Manufacturing,United Kingdom,6584.62,0,25.0,10.0,178547.88999999998,0.20556645759595513,1.0,0,7.644531660767641,0.0,12.7,Low
V0147,"Campbell, Garcia and Lee",Professional Services,United Kingdom,20713.19,0,30.0,10.0,62874.770000000004,0.07238922700828575,0.0,0,0.579113816066286,0.0,12.6,Low
V0288,"Pearson, Morris and Alvarez",Raw Materials,Germany,27377.66,0,25.0,10.0,162446.91999999998,0.18702902561197177,1.0,0,7.496232204895774,0.0,12.6,Low
V0345,Herring-Johnson,Professional Services,Singapore,45186.65,0,25.0,15.0,261620.46,0.3012098949857334,0.0,0,2.4096791598858673,0.0,12.4,Low
V0144,Parker-Hall,IT Services,United Kingdom,99951.43,0,25.0,10.0,45410.39,0.05228206847110199,1.0,0,6.418256547768816,0.0,12.4,Low
V0120,Harrington Ltd,Manufacturing,Singapore,182780.38,0,25.0,15.0,99397.52,0.11443874290658436,0.0,0,0.9155099432526749,0.0,12.0,Low
V0418,Evans PLC,Facilities,Singapore,38854.56,0,25.0,15.0,55045.27,0.06337493633396005,0.0,0,0.5069994906716804,0.0,11.9,Low
V0033,"Vaughn, Marquez and Ross",Software Licensing,United States,16356.83,0,28.0,10.0,50509.35,0.05815262311402424,0.0,0,0.46522098491219394,0.0,11.9,Low
V0210,"Crawford, Strong and Mitchell",Software Licensing,United Kingdom,41279.35,0,25.0,10.0,263524.84,0.30340245324288556,0.0,0,2.4272196259430845,0.0,11.4,Low
V0240,"Wheeler, Hayes and Walker",IT Services,United States,38345.44,0,25.0,10.0,249035.06,0.286720022854351,0.0,0,2.293760182834808,0.0,11.3,Low
V0149,Williams-Brown,Raw Materials,United Kingdom,14915.07,0,25.0,10.0,216182.03999999998,0.248895554905001,0.0,0,1.991164439240008,0.0,11.2,Low
V0013,"Jackson, Daniel and Martin",Software Licensing,France,51507.24,0,25.0,10.0,202490.81,0.23313251423713613,0.0,0,1.865060113897089,0.0,11.2,Low
V0249,Mckay-Mcdaniel,Marketing,United States,13300.18,0,25.0,10.0,193790.15,0.22311523621191373,0.0,0,1.7849218896953098,0.0,11.2,Low
V0434,Poole PLC,IT Services,United States,29046.39,0,25.0,10.0,215183.62,0.2477460500713513,0.0,0,1.9819684005708105,0.0,11.2,Low
V0200,Flynn-Carter,Marketing,France,9314.64,0,25.0,10.0,172293.04,0.19836509914084233,0.0,0,1.5869207931267386,0.0,11.1,Low
V0339,Guerrero-Parker,IT Services,Germany,43528.47,0,25.0,10.0,169766.80000000002,0.1954565785874087,0.0,0,1.5636526286992696,0.0,11.1,Low
V0386,Long LLC,IT Services,France,33449.31,0,25.0,10.0,130733.39,0.15051647976243498,0.0,0,1.2041318380994799,0.0,11.1,Low
V0229,Wallace-Young,Facilities,France,79957.68,0,25.0,10.0,113329.09000000001,0.13047849276669238,0.0,0,1.043827942133539,0.0,11.0,Low
V0234,"Clark, Robinson and Kane",Software Licensing,United States,6098.17,0,25.0,10.0,126260.93,0.14536722955880835,0.0,0,1.1629378364704668,0.0,11.0,Low
V0224,Wilson-Williams,Marketing,France,6926.81,0,25.0,10.0,116961.39000000001,0.13466044666111135,0.0,0,1.0772835732888908,0.0,11.0,Low
V0129,"Patterson, Wood and Hunter",Logistics,United States,8625.26,0,25.0,10.0,47408.5,0.0545825403197867,0.0,0,0.4366603225582936,0.0,10.9,Low
V0061,"Riggs, Roman and Rice",Software Licensing,France,35027.73,0,25.0,10.0,70455.98,0.08111765546516099,0.0,0,0.6489412437212879,0.0,10.9,Low
V0467,Lewis and Sons,Professional Services,Germany,32069.22,0,25.0,10.0,54603.130000000005,0.06286588997356075,0.0,0,0.502927119788486,0.0,10.9,Low
V0169,Key Ltd,Facilities,United Kingdom,270213.51,1,25.0,10.0,74447.54000000001,0.08571323399303782,0.0,0,0.6857058719443025,0.0,10.9,Low
V0119,Cooke LLC,Facilities,France,42175.65,0,25.0,10.0,47165.18,0.05430240018224573,0.0,0,0.43441920145796586,0.0,10.9,Low
V0452,"Powers, Brennan and Sanchez",Logistics,France,20784.63,0,25.0,10.0,55701.36,0.0641303084482098,0.0,0,0.5130424675856784,0.0,10.9,Low
V0219,"Diaz, Gibbs and Smith",Marketing,France,13117.81,0,20.0,10.0,81246.04,0.09354050970022258,1.0,0,6.74832407760178,0.0,10.7,Low
V0081,Wiley LLC,IT Services,Singapore,33792.59,0,20.0,15.0,174344.55000000002,0.20072705168714616,0.0,0,1.6058164134971693,0.0,10.4,Low
V0212,"Massey, Fuller and Berger",Software Licensing,United Kingdom,17898.17,0,8.0,10.0,49199.840000000004,0.05664495292040572,1.0,0,6.453159623363246,20.0,10.4,Low
V0068,"Smith, Jones and Ware",Logistics,United Kingdom,113599.51,0,20.0,10.0,187506.43,0.21588063903507307,0.0,0,1.7270451122805845,0.0,9.4,Low
V0070,Jordan Inc,Raw Materials,United States,25598.41,0,20.0,10.0,152958.68,0.176104987889542,0.0,0,1.408839903116336,0.0,9.4,Low
